Name2,Season,Season_num,PrevSeason_num,Cum_code,Team,Key,Type,Nationality,Overseas_player,WK,Star_player,Active_T20I,Price,Cum_LY_bat_I,Cum_LY_bat_R,Cum_LY_bat_B,Cum_LY_bat_Outs,Cum_LY_bat_Avg,Cum_LY_bat_SR,Cum_LY_bat_4s,Cum_LY_bat_6s,Cum_LY_bat_30plus,Cum_LY_bat_50plus,Cum_LY_bat_100plus,Cum_LY_bowl_I,Cum_LY_bowl_B,Cum_LY_bowl_R,Cum_LY_bowl_W,Cum_LY_bowl_Econ,Cum_LY_bowl_Avg,Cum_LY_bowl_SR,Cum_LY_bowl_4W,Cum_LY_bowl_5W,Cum_LY_bowl_4s,Cum_LY_bowl_6s,Cum_LY_bowl_Dots,Cum_LY_Bat_I,Cum_LY_HardHitter,Cum_LY_Finisher%,Cum_LY_46_scored,Cum_LY_Bat_avg,Cum_LY_50plus_scored,Cum_LY_RBW,Cum_LY_Bowl_I,Cum_LY_Bowl_Econ,Cum_LY_Bowl_Avg,Cum_LY_Bowl _SR,Cum_LY_BW Taker,Cum_LY_bowl_46_conc,Cum_LY_bowl_Dots%,Cum_IPL_agg_bat_I,Cum_IPL_agg_bat_R,Cum_IPL_agg_bat_B,Cum_IPL_agg_bat_Outs,Cum_IPL_agg_bat_Avg,Cum_IPL_agg_bat_SR,Cum_IPL_agg_bat_4s,Cum_IPL_agg_bat_6s,Cum_IPL_agg_bat_30plus,Cum_IPL_agg_bat_50plus,Cum_IPL_agg_bat_100plus,Cum_IPL_agg_bowl_I,Cum_IPL_agg_bowl_B,Cum_IPL_agg_bowl_R,Cum_IPL_agg_bowl_W,Cum_IPL_agg_bowl_Econ,Cum_IPL_agg_bowl_Avg,Cum_IPL_agg_bowl_SR,Cum_IPL_agg_bowl_4W,Cum_IPL_agg_bowl_5W,Cum_IPL_agg_bowl_4s,Cum_IPL_agg_bowl_6s,Cum_IPL_agg_bowl_Dots,Cum_IPL_bat_DM_Bat_I,Cum_IPL_bat_DM_HardHitter,Cum_IPL_bat_DM_Finisher%,Cum_IPL_bat_DM_46_scored,Cum_IPL_bat_DM_Bat_avg,Cum_IPL_bat_DM_50plus_scored,Cum_IPL_bat_DM_RBW,Cum_IPL_bowl_DM_Bowl_I,Cum_IPL_bowl_DM_Bowl_Econ,Cum_IPL_bowl_DM_Bowl_Avg,Cum_IPL_bowl_DM_Bowl _SR,Cum_IPL_bowl_DM_BW Taker,Cum_IPL_bowl_DM_46_conc,Cum_IPL_bowl_DM_Dots%,Weighted_LY_bat_I,Weighted_LY_bat_R,Weighted_LY_bat_B,Weighted_LY_bat_Outs,Weighted_LY_bat_Avg,Weighted_LY_bat_SR,Weighted_LY_bat_4s,Weighted_LY_bat_6s,Weighted_LY_bat_30plus,Weighted_LY_bat_50plus,Weighted_LY_bat_100plus,Weighted_LY_bowl_I,Weighted_LY_bowl_B,Weighted_LY_bowl_R,Weighted_LY_bowl_W,Weighted_LY_bowl_Econ,Weighted_LY_bowl_Avg,Weighted_LY_bowl_SR,Weighted_LY_bowl_4W,Weighted_LY_bowl_5W,Weighted_LY_bowl_4s,Weighted_LY_bowl_6s,Weighted_LY_bowl_Dots,Weighted_LY_bat_Bat_I,Weighted_LY_bat_HardHitter,Weighted_LY_bat_Finisher%,Weighted_LY_bat_46_scored,Weighted_LY_bat_Bat_avg,Weighted_LY_bat_50plus_scored,Weighted_LY_bat_RBW,Weighted_LY_bowl_Bowl_I,Weighted_LY_bowl_Bowl_Econ,Weighted_LY_bowl_Bowl_Avg,Weighted_LY_bowl_Bowl _SR,Weighted_LY_bowl_BW Taker,Weighted_LY_bowl_46_conc,Weighted_LY_bowl_Dots%
T Natarajan,2021,14,13,cum13,Sunrisers Hyderabad,,Bowl,I,0,0,0,0,62500,2,3,5,0,0,60,0,0,0,0,0,26,597,721,28,7.246231156,25.75,21.32142857,0,0,58,27,226,2,0,1,60,0,0,0.6,26,7.246231156,25.75,21.32142857,0,0.142378559,0.378559464,2,3,5,0,0,60,0,0,0,0,0,22,471,636,18,8.101910828,35.33333333,26.16666667,0,0,53,24,147,2,0,1,60,0,0,0.6,22,8.101910828,35.33333333,26.16666667,0,0.163481953,0.312101911,42,21,35,0,0.5,60,0,0,0,0,0,42,631.575,736.4,30.8,6.995843724,23.90909091,20.50568182,0,0,58.1,27.825,251.825,42,0,1,60,0.5,0,0.6,42,6.995843724,23.90909091,20.50568182,0,0.136048767,0.398725409
V Shankar,2021,14,13,cum13,Sunrisers Hyderabad,,AR,I,0,0,0,1,500000,16,391,316,14,27.92857143,123.7341772,36,12,3,1,0,11,190,202,10,6.378947368,20.2,19,0,0,20,3,74,16,0.151898734,0.125,123.7341772,27.92857143,0.0625,0.652985075,11,6.378947368,20.2,19,0,0.121052632,0.389473684,32,654,528,22,29.72727273,123.8636364,44,25,7,3,0,15,176,229,6,7.806818182,38.16666667,29.33333333,0,0,20,7,54,32,0.130681818,0.3125,123.8636364,29.72727273,0.09375,0.71459695,15,7.806818182,38.16666667,29.33333333,0,0.153409091,0.306818182,42,1031.1,823.2,37.45,24.55,125.255102,96.83333333,36.63333333,9.216666667,2.8,0,42,812,991.2,50.4,7.324137931,19.66666667,16.11111111,0,0,123.2,19.6,319.2,42,0.162131519,0.108333333,125.255102,24.55,0.066666667,0.614682003,42,7.324137931,19.66666667,16.11111111,0,0.175862069,0.393103448
Virat Singh,2021,14,13,cum13,Sunrisers Hyderabad,,Bat,I,0,0,0,0,271400,16,543,416,9,60.33333333,130.5288462,52,18,8,5,0,3,43,68,0,9.488372093,0,0,0,0,5,4,11,16,0.168269231,0.4375,130.5288462,60.33333333,0.3125,0.656069364,3,9.488372093,0,0,0,0.209302326,0.255813953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,475.125,364,7.875,11.3125,130.5288462,45.5,15.75,7,4.375,0,42,200.6666667,317.3333333,0,9.488372093,0,0,0,0,23.33333333,18.66666667,51.33333333,42,0.168269231,0.8125,130.5288462,11.3125,0.104166667,0.656069364,42,9.488372093,0,0,0,0.209302326,0.255813953
WP Saha,2021,14,13,cum13,Sunrisers Hyderabad,,WK,I,0,1,0,0,171400,15,520,365,13,40,142.4657534,54,16,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0.191780822,0.133333333,142.4657534,40,0.333333333,0.705084746,0,0,0,0,0,0,0,97,1979,1541,77,25.7012987,128.4231019,184,64,21,9,1,0,0,0,0,0,0,0,0,0,0,0,0,97,0.160934458,0.206185567,128.4231019,25.7012987,0.092783505,0.664346481,0,0,0,0,0,0,0,42,1138.454545,818.6818182,23.22727273,27.10606061,139.0594637,122.1818182,31.5,17.81818182,10.81818182,1.272727273,42,0,0,0,0,0,0,0,0,0,0,0,42,0.187718616,0.446969697,139.0594637,27.10606061,0.257575758,0.692822967,42,0,0,0,0,0,0
JC Buttler,2022,15,14,cum14,Rajasthan Royals,,WK,O,1,1,1,1,687500,15,545,372,13,41.92307692,146.5053763,60,24,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0.225806452,0.133333333,146.5053763,41.92307692,0.266666667,0.559027778,0,0,0,0,0,0,0,64,1969,1359,57,34.54385965,144.8859455,194,90,21,12,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0.208977189,0.109375,144.8859455,34.54385965,0.1875,0.60744186,0,0,0,0,0,0,0,42,1017.25,694.25,24.5,24.2202381,146.525027,111.75,45.25,13,7.25,2,42,0,0,0,0,0,0,0,0,0,0,0,42,0.22614332,0.416666667,146.525027,24.2202381,0.172619048,0.556072592,42,0,0,0,0,0,0
KL Rahul,2022,15,14,cum14,Lucknow Super Giants,,Bat,I,0,0,1,1,1718750,23,1045,766,20,52.25,136.4229765,84,44,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.167101828,0.130434783,136.4229765,52.25,0.434782609,0.697492163,0,0,0,0,0,0,0,85,3279,2461,71,46.18309859,133.2385209,282,134,41,29,2,0,0,0,0,0,0,0,0,0,0,0,0,85,0.169036977,0.164705882,133.2385209,46.18309859,0.341176471,0.658679707,0,0,0,0,0,0,0,42,1260.753846,922.1692308,24.76923077,30.01794872,136.7161042,102.0923077,51.90769231,21.21538462,12.06153846,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.166997548,0.41025641,136.7161042,30.01794872,0.287179487,0.704191785,42,0,0,0,0,0,0
DA Miller,2022,15,14,cum14,Gujarat Titans,,Bat,O,1,0,1,1,107100,29,538,431,19,28.31578947,124.8259861,33,24,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.13225058,0.344827586,124.8259861,28.31578947,0.103448276,0.700534759,0,0,0,0,0,0,0,85,1974,1490,61,32.36065574,132.4832215,137,90,24,11,1,0,0,0,0,0,0,0,0,0,0,0,0,85,0.152348993,0.282352941,132.4832215,32.36065574,0.129411765,0.701504355,0,0,0,0,0,0,0,42,784,633.3055556,27.02777778,18.66666667,123.7949033,49.58333333,34.41666667,6.027777778,4.472222222,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.132637396,0.356481481,123.7949033,18.66666667,0.106481481,0.690265487,42,0,0,0,0,0,0
AD Russell,2022,15,14,cum14,Kolkata Knight Riders,,AR,O,1,0,1,1,1328130,35,869,555,23,37.7826087,156.5765766,66,71,13,6,0,29,534,793,34,8.91011236,23.32352941,15.70588235,2,1,74,32,181,35,0.246846847,0.342857143,156.5765766,37.7826087,0.171428571,0.428229665,29,8.91011236,23.32352941,15.70588235,0.068965517,0.198501873,0.338951311,69,1704,1012,59,28.88135593,168.3794466,120,143,26,9,0,76,1308,1932,72,8.862385321,26.83333333,18.16666667,2,1,188,77,436,69,0.259881423,0.144927536,168.3794466,28.88135593,0.130434783,0.488651535,76,8.862385321,26.83333333,18.16666667,0.027777778,0.202599388,0.333333333,42,1187.41,655.13,27.65,28.27166667,181.2479966,66.5,120.82,23.73,4.55,0,42,823.9736842,1214.223684,42.46052632,8.841716968,28.59652928,19.40563991,2.486842105,1.75,116.6052632,44.21052632,253.2894737,42,0.285927984,0.341666667,181.2479966,28.27166667,0.108333333,0.420020949,42,8.841716968,28.59652928,19.40563991,0.059210526,0.195171026,0.307399955
HH Pandya,2022,15,14,cum14,Gujarat Titans,,AR,I,0,0,1,1,1718750,14,205,167,11,18.63636364,122.754491,15,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.149700599,0.214285714,122.754491,18.63636364,0,0.598591549,0,0,0,0,0,0,0,85,1485,1019,55,27,145.7311089,97,99,16,4,0,60,914,1340,42,8.796498906,31.9047619,21.76190476,0,0,115,59,287,85,0.192345437,0.352941176,145.7311089,27,0.047058824,0.611178615,60,8.796498906,31.9047619,21.76190476,0,0.190371991,0.314004376,42,525.6363636,385.6363636,20.78787879,12.51515152,136.3036304,32.66666667,29.6969697,5.939393939,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.161716172,0.505050505,136.3036304,12.51515152,0,0.670603675,42,0,0,0,0,0,0
KD Karthik,2022,15,14,cum14,Royal Challengers Bangalore,,WK,I,0,1,1,0,1156250,21,406,291,13,31.23076923,139.5189003,40,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.182130584,0.380952381,139.5189003,31.23076923,0,0.705882353,0,0,0,0,0,0,0,191,4047,3198,157,25.77707006,126.5478424,399,112,54,19,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0.159787367,0.178010471,126.5478424,25.77707006,0.09947644,0.662076665,0,0,0,0,0,0,0,42,635.1333333,438.2,16.33333333,15.12222222,144.9414271,62.53333333,20.53333333,7.933333333,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.189563365,0.611111111,144.9414271,15.12222222,0,0.737187911,42,0,0,0,0,0,0
DA Warner,2022,15,14,cum14,Delhi Capitals,,Bat,O,1,0,1,1,1953130,13,383,342,12,31.91666667,111.9883041,30,9,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.114035088,0.076923077,111.9883041,31.91666667,0.384615385,0.689768977,0,0,0,0,0,0,0,150,5451,4012,133,40.98496241,135.8673978,525,201,80,54,4,1,2,2,0,6,0,0,0,0,0,0,0,150,0.180957129,0.113333333,135.8673978,40.98496241,0.36,0.652769324,1,6,0,0,0,0,0,42,865.55,757.05,25.2,20.60833333,114.3319464,68.25,18.9,15.4,11.9,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.115117892,0.4,114.3319464,20.60833333,0.283333333,0.715256008,42,0,0,0,0,0,0
NT Tilak Varma,2022,15,14,cum14,Mumbai Indians,,AR,I,0,0,0,0,229730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
RM Patidar,2022,15,14,cum14,Royal Challengers Bangalore,,Bat,I,0,0,0,0,28600,9,292,212,9,32.44444444,137.7358491,24,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.16509434,0,137.7358491,32.44444444,0.333333333,0.734463277,0,0,0,0,0,0,0,4,71,65,4,17.75,109.2307692,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.092307692,0,109.2307692,17.75,0,0.694915254,0,0,0,0,0,0,0,42,867.3,639.1,28,20.65,135.7064622,69.3,32.9,15.4,8.4,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.159912377,0.333333333,135.7064622,20.65,0.2,0.731421121,42,0,0,0,0,0,0
Mohsin Khan,2022,15,14,cum14,Lucknow Super Giants,,Bowl,I,0,0,0,1,28600,0,0,0,0,0,0,0,0,0,0,0,3,56,73,4,7.821428571,18.25,14,0,0,11,0,23,0,0,0,0,0,0,0,3,7.821428571,18.25,14,0,0.196428571,0.410714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,261.3333333,340.6666667,18.66666667,7.821428571,18.25,14,0,0,51.33333333,0,107.3333333,42,0,1,0,0,0,0,42,7.821428571,18.25,14,0,0.196428571,0.410714286
Shubman Gill,2022,15,14,cum14,Gujarat Titans,,Bat,I,0,0,1,0,281250,17,478,415,17,28.11764706,115.1807229,50,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.14939759,0,115.1807229,28.11764706,0.176470588,0.583569405,0,0,0,0,0,0,0,54,1417,1181,45,31.48888889,119.9830652,137,36,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0.146486029,0.166666667,119.9830652,31.48888889,0.185185185,0.64781746,0,0,0,0,0,0,0,42,393.6470588,341.7647059,14,9.37254902,115.1807229,41.17647059,9.882352941,6.588235294,2.470588235,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.14939759,0.666666667,115.1807229,9.37254902,0.058823529,0.583569405,42,0,0,0,0,0,0
YS Chahal,2022,15,14,cum14,Rajasthan Royals,,Bowl,I,0,0,0,1,937500,3,11,29,1,11,37.93103448,0,0,0,0,0,30,685,892,30,7.813138686,29.73333333,22.83333333,0,0,50,46,231,3,0,0.666666667,37.93103448,11,0,0.379310345,30,7.813138686,29.73333333,22.83333333,0,0.140145985,0.337226277,16,32,81,6,5.333333333,39.50617284,0,0,0,0,0,113,2511,3163,139,7.557945042,22.75539568,18.0647482,2,0,184,152,873,16,0,0.625,39.50617284,5.333333333,0,0.395061728,113,7.557945042,22.75539568,18.0647482,0.014388489,0.133811231,0.347670251,42,84,217,14,2,38.70967742,0,0,0,0,0,42,977.3555556,1300.6,39.35555556,7.984402356,33.04743083,24.83399209,0,0,67.04444444,72.64444444,329.4666667,42,0,0.666666667,38.70967742,2,0,0.387096774,42,7.984402356,33.04743083,24.83399209,0,0.142925354,0.337100111
JR Hazlewood,2022,15,14,cum14,Royal Challengers Bangalore,,Bowl,O,1,0,1,1,285700,1,12,3,0,0,400,3,0,0,0,0,16,373,484,17,7.785522788,28.47058824,21.94117647,0,0,46,17,149,1,1,1,400,0,0,0,16,7.785522788,28.47058824,21.94117647,0,0.168900804,0.399463807,0,0,0,0,0,0,0,0,0,0,0,12,276,374,12,8.130434783,31.16666667,23,0,0,39,13,110,0,0,0,0,0,0,0,12,8.130434783,31.16666667,23,0,0.188405797,0.398550725,42,168,42,0,4,400,42,0,0,0,0,42,986.8444444,1248.177778,38.11111111,7.5889029,32.75102041,25.89387755,0,0,126.3111111,35.62222222,400.4,42,1,1,400,4,0,0,42,7.5889029,32.75102041,25.89387755,0,0.164092055,0.405737705
Kuldeep Yadav,2022,15,14,cum14,Delhi Capitals,,Bowl,I,0,0,1,1,28600,0,0,0,0,0,0,0,0,0,0,0,1,24,39,2,9.75,19.5,12,0,0,2,2,5,0,0,0,0,0,0,0,1,9.75,19.5,12,0,0.166666667,0.208333333,10,57,76,6,9.5,75,5,0,0,0,0,43,913,1251,40,8.221248631,31.275,22.825,1,0,62,66,262,10,0.065789474,0.4,75,9.5,0,0.521126761,43,8.221248631,31.275,22.825,0.025,0.140197152,0.286966046,42,0,0,0,0,0,0,0,0,0,0,42,336,546,28,9.75,19.5,12,0,0,28,28,70,42,0,1,0,0,0,0,42,9.75,19.5,12,0,0.166666667,0.208333333
K Rabada,2022,15,14,cum14,Punjab Kings,,Bowl,O,1,0,1,1,656250,6,45,35,2,22.5,128.5714286,5,2,0,0,0,20,464,638,18,8.25,35.44444444,25.77777778,0,0,50,29,162,6,0.2,0.666666667,128.5714286,22.5,0,0.464285714,20,8.25,35.44444444,25.77777778,0,0.170258621,0.349137931,16,138,141,10,13.8,97.87234043,11,4,1,0,0,50,1195,1609,79,8.078661088,20.36708861,15.12658228,5,0,143,60,438,16,0.106382979,0.375,97.87234043,13.8,0,0.555555556,50,8.078661088,20.36708861,15.12658228,0.063291139,0.169874477,0.366527197,42,210,163.3333333,9.333333333,5,128.5714286,23.33333333,9.333333333,0,0,0,42,653.3333333,920.2666667,22.4,8.451428571,41.08333333,29.16666667,0,0,80.26666667,36.4,210.9333333,42,0.2,0.777777778,128.5714286,5,0,0.464285714,42,8.451428571,41.08333333,29.16666667,0,0.178571429,0.322857143
S Dhawan,2022,15,14,cum14,Punjab Kings,,Bat,I,0,0,1,1,812500,25,857,694,24,35.70833333,123.4870317,89,22,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.159942363,0.04,123.4870317,35.70833333,0.24,0.632933105,0,0,0,0,0,0,0,191,5784,4688,166,34.84337349,123.3788396,654,125,81,46,2,6,49,72,4,8.816326531,18,12.25,0,0,7,3,17,191,0.166168942,0.130890052,123.3788396,34.84337349,0.240837696,0.618572525,6,8.816326531,18,12.25,0,0.204081633,0.346938776,42,1343.125,1076.6,41.125,31.97916667,124.7561769,134.925,32.9,19.775,11.725,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.155884265,0.020833333,124.7561769,31.97916667,0.279166667,0.666859234,42,0,0,0,0,0,0
Q de Kock,2022,15,14,cum14,Lucknow Super Giants,,WK,O,1,1,1,1,437500,20,582,429,19,30.63157895,135.6643357,47,28,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.174825175,0.05,135.6643357,30.63157895,0.2,0.638418079,0,0,0,0,0,0,0,77,2259,1763,73,30.94520548,128.1338627,230,83,31,17,1,0,0,0,0,0,0,0,0,0,0,0,0,77,0.177538287,0.051948052,128.1338627,30.94520548,0.220779221,0.58,0,0,0,0,0,0,0,42,821.3333333,593.5151515,26.72727273,19.55555556,138.3845604,64.90909091,41.57575758,14.42424242,5.656565657,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.179413867,0.363636364,138.3845604,19.55555556,0.134680135,0.641114983,42,0,0,0,0,0,0
AK Markram,2022,15,14,cum14,Sunrisers Hyderabad,,Bat,O,1,0,1,0,351351,6,146,123,5,29.2,118.699187,12,4,1,0,0,2,25,23,0,5.52,0,0,0,0,2,0,9,6,0.130081301,0.166666667,118.699187,29.2,0,0.691588785,2,5.52,0,0,0,0.08,0.36,6,146,123,5,29.2,118.699187,12,4,1,0,0,2,25,23,0,5.52,0,0,0,0,2,0,9,6,0.130081301,0.166666667,118.699187,29.2,0,0.691588785,2,5.52,0,0,0,0.08,0.36,42,340.6666667,287,11.66666667,8.111111111,118.699187,28,9.333333333,2.333333333,0,0,42,175,161,0,5.52,0,0,0,0,14,0,63,42,0.130081301,0.722222222,118.699187,8.111111111,0,0.691588785,42,5.52,0,0,0,0.08,0.36
SO Hetmyer,2022,15,14,cum14,Rajasthan Royals,,Bat,O,1,0,1,1,1107100,28,609,480,18,33.83333333,126.875,45,24,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.14375,0.357142857,126.875,33.83333333,0.142857143,0.693430657,0,0,0,0,0,0,0,28,517,356,20,25.85,145.2247191,34,31,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.18258427,0.285714286,145.2247191,25.85,0.071428571,0.670103093,0,0,0,0,0,0,0,42,902.1515152,758.1,26.74848485,21.47979798,119.0016509,62.89393939,33.85454545,10.22424242,4.984848485,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.127619687,0.363131313,119.0016509,21.47979798,0.118686869,0.67656681,42,0,0,0,0,0,0
Umran Malik,2022,15,14,cum14,Sunrisers Hyderabad,,Bowl,I,0,0,0,0,540541,0,0,0,0,0,0,0,0,0,0,0,4,101,124,5,7.366336634,24.8,20.2,0,0,16,2,44,0,0,0,0,0,0,0,4,7.366336634,24.8,20.2,0,0.178217822,0.435643564,0,0,0,0,0,0,0,0,0,0,0,3,75,96,2,7.68,48,37.5,0,0,14,1,31,0,0,0,0,0,0,0,3,7.68,48,37.5,0,0.2,0.413333333,42,0,0,0,0,0,0,0,0,0,0,42,714,840,51.33333333,7.058823529,16.36363636,13.90909091,0,0,93.33333333,18.66666667,326.6666667,42,0,1,0,0,0,0,42,7.058823529,16.36363636,13.90909091,0,0.156862745,0.45751634
SA Yadav,2022,15,14,cum14,Mumbai Indians,,Bat,I,0,0,0,0,500000,18,354,258,18,19.66666667,137.2093023,46,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.217054264,0,137.2093023,19.66666667,0.111111111,0.544554455,0,0,0,0,0,0,0,100,2341,1763,82,28.54878049,132.7850255,261,68,32,13,0,1,6,8,0,8,0,0,0,0,1,0,2,100,0.186613727,0.18,132.7850255,28.54878049,0.13,0.619944212,1,8,0,0,0,0.166666667,0.333333333,42,446.5,338,28,10.63095238,132.1005917,61,10,5,2,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.210059172,0.333333333,132.1005917,10.63095238,0.047619048,0.533707865,42,0,0,0,0,0,0
DJ Bravo,2022,15,14,cum14,Chennai Super Kings,,AR,O,1,0,1,1,1000000,7,73,37,2,36.5,197.2972973,5,6,0,0,0,25,536,647,30,7.242537313,21.56666667,17.86666667,0,0,35,24,162,7,0.297297297,0.714285714,197.2972973,36.5,0,0.653846154,25,7.242537313,21.56666667,17.86666667,0,0.110074627,0.302238806,104,1537,1221,67,22.94029851,125.8804259,119,65,15,5,0,148,3067,4133,167,8.085425497,24.74850299,18.36526946,2,0,320,149,932,104,0.150696151,0.355769231,125.8804259,22.94029851,0.048076923,0.647058824,148,8.085425497,24.74850299,18.36526946,0.011976048,0.152918161,0.303880013,42,424.6666667,238,18.66666667,10.11111111,178.4313725,23.33333333,37.33333333,0,0,0,42,911.8949495,1102.266667,51.41818182,7.25258979,21.43729373,17.73487349,0,0,60.15757576,39.2,268.969697,42,0.254901961,0.555555556,178.4313725,10.11111111,0,0.605263158,42,7.25258979,21.43729373,17.73487349,0,0.108957261,0.294956889
PWH de Silva,2022,15,14,cum14,Royal Challengers Bangalore,,AR,O,1,0,1,1,1452703,14,196,137,10,19.6,143.0656934,25,4,2,0,0,15,331,347,21,6.290030211,16.52380952,15.76190476,0,0,19,17,139,14,0.211678832,0.285714286,143.0656934,19.6,0,0.666666667,15,6.290030211,16.52380952,15.76190476,0,0.108761329,0.419939577,2,1,2,1,1,50,0,0,0,0,0,2,36,60,0,10,0,0,0,0,4,4,11,2,0,0.5,50,1,0,0.5,2,10,0,0,0,0.222222222,0.305555556,42,467.25,346.5,28,11.125,134.8484848,57.75,7,5.25,0,0,42,903.4666667,1122.333333,42.46666667,7.453512397,26.42857143,21.27472527,0,0,62.06666667,62.53333333,328.0666667,42,0.186868687,0.333333333,134.8484848,11.125,0,0.689440994,42,7.453512397,26.42857143,21.27472527,0,0.137913223,0.363119835
RA Tripathi,2022,15,14,cum14,Sunrisers Hyderabad,,Bat,I,0,0,1,0,85700,19,418,321,17,24.58823529,130.2180685,42,12,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.168224299,0.105263158,130.2180685,24.58823529,0.105263158,0.666666667,0,0,0,0,0,0,0,60,1385,1041,53,26.13207547,133.0451489,136,48,20,7,0,1,6,12,0,12,0,0,0,0,2,0,0,60,0.176753122,0.116666667,133.0451489,26.13207547,0.116666667,0.645274212,1,12,0,0,0,0.333333333,0,42,445.375,417.375,26.25,10.60416667,106.7085954,40.54166667,14.29166667,5.25,1.75,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.13137666,0.375,106.7085954,10.60416667,0.041666667,0.54465004,42,0,0,0,0,0,0
Ramandeep Singh,2022,15,14,cum14,Mumbai Indians,,Bat,I,0,0,0,0,24000,3,18,23,2,9,78.26086957,1,0,0,0,0,3,49,53,3,6.489795918,17.66666667,16.33333333,0,0,5,0,16,3,0.043478261,0.333333333,78.26086957,9,0,0.636363636,3,6.489795918,17.66666667,16.33333333,0,0.102040816,0.326530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,84,107.3333333,9.333333333,2,78.26086957,4.666666667,0,0,0,0,42,228.6666667,247.3333333,14,6.489795918,17.66666667,16.33333333,0,0,23.33333333,0,74.66666667,42,0.043478261,0.777777778,78.26086957,2,0,0.636363636,42,6.489795918,17.66666667,16.33333333,0,0.102040816,0.326530612
N Pooran,2022,15,14,cum14,Sunrisers Hyderabad,,WK,O,1,1,1,1,600000,31,506,402,29,17.44827586,125.8706468,32,32,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0.15920398,0.064516129,125.8706468,17.44827586,0.096774194,0.550295858,0,0,0,0,0,0,0,30,606,402,29,20.89655172,150.7462687,36,44,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.199004975,0.033333333,150.7462687,20.89655172,0.066666667,0.614906832,0,0,0,0,0,0,0,42,581.7,473.025,38.85,13.85,122.9744728,39.2,34.475,4.025,2.625,0.875,42,0,0,0,0,0,0,0,0,0,0,0,42,0.155752867,0.075,122.9744728,13.85,0.0625,0.54601227,42,0,0,0,0,0,0
