Name2,Season,Season_num,PrevSeason_num,Cum_code,Team,Key,Type,Nationality,Overseas_player,WK,Star_player,Active_T20I,Price,Cum_LY_bat_I,Cum_LY_bat_R,Cum_LY_bat_B,Cum_LY_bat_Outs,Cum_LY_bat_Avg,Cum_LY_bat_SR,Cum_LY_bat_4s,Cum_LY_bat_6s,Cum_LY_bat_30plus,Cum_LY_bat_50plus,Cum_LY_bat_100plus,Cum_LY_bowl_I,Cum_LY_bowl_B,Cum_LY_bowl_R,Cum_LY_bowl_W,Cum_LY_bowl_Econ,Cum_LY_bowl_Avg,Cum_LY_bowl_SR,Cum_LY_bowl_4W,Cum_LY_bowl_5W,Cum_LY_bowl_4s,Cum_LY_bowl_6s,Cum_LY_bowl_Dots,Cum_LY_Bat_I,Cum_LY_HardHitter,Cum_LY_Finisher%,Cum_LY_46_scored,Cum_LY_Bat_avg,Cum_LY_50plus_scored,Cum_LY_RBW,Cum_LY_Bowl_I,Cum_LY_Bowl_Econ,Cum_LY_Bowl_Avg,Cum_LY_Bowl _SR,Cum_LY_BW Taker,Cum_LY_bowl_46_conc,Cum_LY_bowl_Dots%,Cum_IPL_agg_bat_I,Cum_IPL_agg_bat_R,Cum_IPL_agg_bat_B,Cum_IPL_agg_bat_Outs,Cum_IPL_agg_bat_Avg,Cum_IPL_agg_bat_SR,Cum_IPL_agg_bat_4s,Cum_IPL_agg_bat_6s,Cum_IPL_agg_bat_30plus,Cum_IPL_agg_bat_50plus,Cum_IPL_agg_bat_100plus,Cum_IPL_agg_bowl_I,Cum_IPL_agg_bowl_B,Cum_IPL_agg_bowl_R,Cum_IPL_agg_bowl_W,Cum_IPL_agg_bowl_Econ,Cum_IPL_agg_bowl_Avg,Cum_IPL_agg_bowl_SR,Cum_IPL_agg_bowl_4W,Cum_IPL_agg_bowl_5W,Cum_IPL_agg_bowl_4s,Cum_IPL_agg_bowl_6s,Cum_IPL_agg_bowl_Dots,Cum_IPL_bat_DM_Bat_I,Cum_IPL_bat_DM_HardHitter,Cum_IPL_bat_DM_Finisher%,Cum_IPL_bat_DM_46_scored,Cum_IPL_bat_DM_Bat_avg,Cum_IPL_bat_DM_50plus_scored,Cum_IPL_bat_DM_RBW,Cum_IPL_bowl_DM_Bowl_I,Cum_IPL_bowl_DM_Bowl_Econ,Cum_IPL_bowl_DM_Bowl_Avg,Cum_IPL_bowl_DM_Bowl _SR,Cum_IPL_bowl_DM_BW Taker,Cum_IPL_bowl_DM_46_conc,Cum_IPL_bowl_DM_Dots%,Weighted_LY_bat_I,Weighted_LY_bat_R,Weighted_LY_bat_B,Weighted_LY_bat_Outs,Weighted_LY_bat_Avg,Weighted_LY_bat_SR,Weighted_LY_bat_4s,Weighted_LY_bat_6s,Weighted_LY_bat_30plus,Weighted_LY_bat_50plus,Weighted_LY_bat_100plus,Weighted_LY_bowl_I,Weighted_LY_bowl_B,Weighted_LY_bowl_R,Weighted_LY_bowl_W,Weighted_LY_bowl_Econ,Weighted_LY_bowl_Avg,Weighted_LY_bowl_SR,Weighted_LY_bowl_4W,Weighted_LY_bowl_5W,Weighted_LY_bowl_4s,Weighted_LY_bowl_6s,Weighted_LY_bowl_Dots,Weighted_LY_bat_Bat_I,Weighted_LY_bat_HardHitter,Weighted_LY_bat_Finisher%,Weighted_LY_bat_46_scored,Weighted_LY_bat_Bat_avg,Weighted_LY_bat_50plus_scored,Weighted_LY_bat_RBW,Weighted_LY_bowl_Bowl_I,Weighted_LY_bowl_Bowl_Econ,Weighted_LY_bowl_Bowl_Avg,Weighted_LY_bowl_Bowl _SR,Weighted_LY_bowl_BW Taker,Weighted_LY_bowl_46_conc,Weighted_LY_bowl_Dots%
KM Jadhav,2014,7,6,cum6,Delhi Daredevils,,AR,I,0,0,0,0,333000,10,152,127,7,21.71428571,119.6850394,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.102362205,0.3,119.6850394,21.71428571,0,0.789473684,0,0,0,0,0,0,0,19,246,210,13,18.92307692,117.1428571,16,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.10952381,0.315789474,117.1428571,18.92307692,0.052631579,0.748663102,0,0,0,0,0,0,0,42,212.8,177.8,9.8,5.066666667,119.6850394,11.2,7,2.8,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.102362205,0.766666667,119.6850394,5.066666667,0,0.789473684,42,0,0,0,0,0,0
KP Pietersen,2014,7,6,cum6,Delhi Daredevils,,Bat,O,1,0,1,1,1500000,3,112,91,2,56,123.0769231,13,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.164835165,0.333333333,123.0769231,56,0.333333333,0.631578947,0,0,0,0,0,0,0,21,634,458,15,42.26666667,138.4279476,53,30,9,4,1,13,180,218,7,7.266666667,31.14285714,25.71428571,0,0,10,9,54,21,0.181222707,0.285714286,138.4279476,42.26666667,0.19047619,0.645333333,13,7.266666667,31.14285714,25.71428571,0,0.105555556,0.3,42,522.6666667,424.6666667,9.333333333,12.44444444,123.0769231,60.66666667,9.333333333,9.333333333,4.666666667,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.164835165,0.777777778,123.0769231,12.44444444,0.111111111,0.631578947,42,0,0,0,0,0,0
LR Shukla,2014,7,6,cum6,Delhi Daredevils,,AR,I,0,0,0,0,250000,2,3,13,2,1.5,23.07692308,0,0,0,0,0,2,18,22,1,7.333333333,22,18,0,0,3,0,7,2,0,0,23.07692308,1.5,0,0.230769231,2,7.333333333,22,18,0,0.166666667,0.388888889,30,374,320,24,15.58333333,116.875,31,15,3,0,0,22,268,370,14,8.28358209,26.42857143,19.14285714,0,0,31,12,87,30,0.14375,0.2,116.875,15.58333333,0,0.583941606,22,8.28358209,26.42857143,19.14285714,0,0.160447761,0.324626866,42,21,91,14,0.5,23.07692308,0,0,0,0,0,42,126,154,7,7.333333333,22,18,0,0,21,0,49,42,0,0.666666667,23.07692308,0.5,0,0.230769231,42,7.333333333,22,18,0,0.166666667,0.388888889
LRPL Taylor,2014,7,6,cum6,Delhi Daredevils,,Bat,O,1,0,1,1,1000000,13,263,230,9,29.22222222,114.3478261,17,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.104347826,0.307692308,114.3478261,29.22222222,0.076923077,0.742718447,0,0,0,0,0,0,0,50,958,785,37,25.89189189,122.0382166,60,46,10,3,0,2,13,24,0,11.07692308,0,0,0,0,0,2,0,50,0.135031847,0.26,122.0382166,25.89189189,0.06,0.65095729,2,11.07692308,0,0,0,0.153846154,0,42,526.4,483.35,21,12.53333333,108.9065894,31.85,13.3,1.75,1.75,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.093410572,0.5,108.9065894,12.53333333,0.041666667,0.728434505,42,0,0,0,0,0,0
M Vijay,2014,7,6,cum6,Delhi Daredevils,,Bat,I,0,0,1,0,833000,15,312,293,14,22.28571429,106.4846416,27,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.119453925,0.066666667,106.4846416,22.28571429,0.133333333,0.604651163,0,0,0,0,0,0,0,63,1600,1289,60,26.66666667,124.1272304,140,66,22,9,2,0,0,0,0,0,0,0,0,0,0,0,0,63,0.159813809,0.047619048,124.1272304,26.66666667,0.142857143,0.594644506,0,0,0,0,0,0,0,42,291.2,273.4666667,13.06666667,6.933333333,106.4846416,25.2,7.466666667,3.733333333,1.866666667,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.119453925,0.688888889,106.4846416,6.933333333,0.044444444,0.604651163,42,0,0,0,0,0,0
MA Agarwal,2014,7,6,cum6,Delhi Daredevils,,Bat,I,0,0,1,0,266000,5,67,64,5,13.4,104.6875,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.140625,0,104.6875,13.4,0,0.454545455,0,0,0,0,0,0,0,24,433,357,23,18.82608696,121.2885154,41,22,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.176470588,0.041666667,121.2885154,18.82608696,0.041666667,0.465986395,0,0,0,0,0,0,0,42,187.6,179.2,14,4.466666667,104.6875,16.8,8.4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.140625,0.666666667,104.6875,4.466666667,0,0.454545455,42,0,0,0,0,0,0
MK Tiwary,2014,7,6,cum6,Delhi Daredevils,,Bat,I,0,0,0,0,466000,9,146,142,8,18.25,102.8169014,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.091549296,0.111111111,102.8169014,18.25,0,0.713178295,0,0,0,0,0,0,0,56,1115,1021,39,28.58974359,109.2066601,99,23,16,4,0,4,26,45,1,10.38461538,45,26,0,0,1,4,6,56,0.119490695,0.303571429,109.2066601,28.58974359,0.071428571,0.646273637,4,10.38461538,45,26,0,0.192307692,0.230769231,42,227.1111111,220.8888889,12.44444444,5.407407407,102.8169014,18.66666667,1.555555556,1.555555556,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.091549296,0.703703704,102.8169014,5.407407407,0,0.713178295,42,0,0,0,0,0,0
Mohammed Shami,2014,7,6,cum6,Delhi Daredevils,,Bowl,I,0,0,1,0,708000,1,5,10,1,5,50,0,0,0,0,0,3,57,79,1,8.315789474,79,57,0,0,9,2,21,1,0,0,50,5,0,0.5,3,8.315789474,79,57,0,0.192982456,0.368421053,1,5,10,1,5,50,0,0,0,0,0,3,57,79,1,8.315789474,79,57,0,0,9,2,21,1,0,0,50,5,0,0.5,3,8.315789474,79,57,0,0.192982456,0.368421053,42,70,140,14,1.666666667,50,0,0,0,0,0,42,266,368.6666667,4.666666667,8.315789474,79,57,0,0,42,9.333333333,98,42,0,0.666666667,50,1.666666667,0,0.5,42,8.315789474,79,57,0,0.192982456,0.368421053
NM Coulter-Nile,2014,7,6,cum6,Delhi Daredevils,,Bowl,O,1,0,1,0,708000,10,88,74,5,17.6,118.9189189,5,5,0,0,0,15,328,417,17,7.62804878,24.52941176,19.29411765,0,0,39,15,130,10,0.135135135,0.5,118.9189189,17.6,0,0.59375,15,7.62804878,24.52941176,19.29411765,0,0.164634146,0.396341463,1,9,6,1,9,150,0,1,0,0,0,1,25,29,1,6.96,29,25,0,0,5,0,11,1,0.166666667,0,150,9,0,0.6,1,6.96,29,25,0,0.2,0.44,42,248.8888889,189.7777778,20.22222222,5.925925926,131.147541,7.777777778,20.22222222,0,0,0,42,653,794,30,7.295558959,26.46666667,21.76666667,0,0,104,15,273,42,0.147540984,0.518518519,131.147541,5.925925926,0,0.596153846,42,7.295558959,26.46666667,21.76666667,0,0.182235835,0.418070444
Q de Kock,2014,7,6,cum6,Delhi Daredevils,,WK,O,1,1,1,1,583000,15,360,252,13,27.69230769,142.8571429,35,18,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.21031746,0.133333333,142.8571429,27.69230769,0.133333333,0.56281407,0,0,0,0,0,0,0,3,6,16,3,2,37.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0625,0,37.5,2,0,0.133333333,0,0,0,0,0,0,0,42,691.6,556.2666667,33.6,16.46666667,124.3288591,80.26666667,25.2,8.4,2.8,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.189597315,0.2,124.3288591,16.46666667,0.066666667,0.486542443,42,0,0,0,0,0,0
R Sharma,2014,7,6,cum6,Delhi Daredevils,,Bowl,I,0,0,0,1,316000,6,11,17,4,2.75,64.70588235,1,0,0,0,0,13,292,339,12,6.965753425,28.25,24.33333333,0,0,25,10,103,6,0.058823529,0.333333333,64.70588235,2.75,0,0.4375,13,6.965753425,28.25,24.33333333,0,0.119863014,0.352739726,19,66,77,14,4.714285714,85.71428571,5,3,0,0,0,42,899,1035,39,6.907675195,26.53846154,23.05128205,0,0,67,40,325,19,0.103896104,0.263157895,85.71428571,4.714285714,0,0.405797101,42,6.907675195,26.53846154,23.05128205,0,0.119021135,0.361512792,42,25.66666667,39.66666667,9.333333333,0.611111111,64.70588235,2.333333333,0,0,0,0,42,629.3636364,757.9090909,32.45454545,7.225480283,23.35294118,19.39215686,0,0,54.72727273,29.90909091,234.1818182,42,0.058823529,0.777777778,64.70588235,0.611111111,0,0.4375,42,7.225480283,23.35294118,19.39215686,0,0.134479272,0.372093023
R Shukla,2014,7,6,cum6,Delhi Daredevils,,Bowl,I,0,0,0,0,66000,1,1,2,0,0,50,0,0,0,0,0,3,53,80,3,9.056603774,26.66666667,17.66666667,0,0,10,1,15,1,0,1,50,0,0,0.5,3,9.056603774,26.66666667,17.66666667,0,0.20754717,0.283018868,1,1,2,0,0,50,0,0,0,0,0,4,72,112,3,9.333333333,37.33333333,24,0,0,14,2,20,1,0,1,50,0,0,0.5,4,9.333333333,37.33333333,24,0,0.222222222,0.277777778,42,14,28,0,0.333333333,50,0,0,0,0,0,42,247.3333333,373.3333333,14,9.056603774,26.66666667,17.66666667,0,0,46.66666667,4.666666667,70,42,0,1,50,0.333333333,0,0.5,42,9.056603774,26.66666667,17.66666667,0,0.20754717,0.283018868
S Kaul,2014,7,6,cum6,Delhi Daredevils,,Bowl,I,0,0,0,0,75000,1,7,9,0,0,77.77777778,0,0,0,0,0,6,133,172,4,7.759398496,43,33.25,0,0,17,4,44,1,0,1,77.77777778,0,0,0.777777778,6,7.759398496,43,33.25,0,0.157894737,0.330827068,1,7,9,0,0,77.77777778,0,0,0,0,0,6,133,172,4,7.759398496,43,33.25,0,0,17,4,44,1,0,1,77.77777778,0,0,0.777777778,6,7.759398496,43,33.25,0,0.157894737,0.330827068,42,98,126,0,2.333333333,77.77777778,0,0,0,0,0,42,310.3333333,401.3333333,9.333333333,7.759398496,43,33.25,0,0,39.66666667,9.333333333,102.6666667,42,0,1,77.77777778,2.333333333,0,0.777777778,42,7.759398496,43,33.25,0,0.157894737,0.330827068
S Nadeem,2014,7,6,cum6,Delhi Daredevils,,Bowl,I,0,0,0,0,141000,6,14,27,5,2.8,51.85185185,1,0,0,0,0,12,267,264,9,5.93258427,29.33333333,29.66666667,0,0,16,6,95,6,0.037037037,0.166666667,51.85185185,2.8,0,0.384615385,12,5.93258427,29.33333333,29.66666667,0,0.082397004,0.355805243,8,14,30,6,2.333333333,46.66666667,1,0,0,0,0,29,657,729,21,6.657534247,34.71428571,31.28571429,0,0,46,23,220,8,0.033333333,0.25,46.66666667,2.333333333,0,0.344827586,29,6.657534247,34.71428571,31.28571429,0,0.105022831,0.334855403,42,32.66666667,63,11.66666667,0.777777778,51.85185185,2.333333333,0,0,0,0,42,311.5,308,10.5,5.93258427,29.33333333,29.66666667,0,0,18.66666667,7,110.8333333,42,0.037037037,0.722222222,51.85185185,0.777777778,0,0.384615385,42,5.93258427,29.33333333,29.66666667,0,0.082397004,0.355805243
WD Parnell,2014,7,6,cum6,Delhi Daredevils,,Bowl,O,1,0,1,1,166000,7,105,72,6,17.5,145.8333333,10,6,0,0,0,13,218,335,12,9.220183486,27.91666667,18.16666667,0,0,38,10,70,7,0.222222222,0.142857143,145.8333333,17.5,0,0.517857143,13,9.220183486,27.91666667,18.16666667,0,0.220183486,0.321100917,11,61,78,8,7.625,78.20512821,4,1,0,0,0,18,411,496,21,7.240875912,23.61904762,19.57142857,0,0,51,6,159,11,0.064102564,0.272727273,78.20512821,7.625,0,0.534246575,18,7.240875912,23.61904762,19.57142857,0,0.138686131,0.386861314,42,511,406,35,12.16666667,125.862069,45.5,24.5,0,0,0,42,724.5,1099,41.3,9.101449275,26.61016949,17.54237288,0,0,126,30.8,235.2,42,0.172413793,0.166666667,125.862069,12.16666667,0,0.541666667,42,9.101449275,26.61016949,17.54237288,0,0.216425121,0.324637681
AR Patel,2014,7,6,cum6,Kings XI Punjab,,AR,I,0,0,0,0,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
BE Hendricks,2014,7,6,cum6,Kings XI Punjab,,Bowl,O,1,0,1,0,300000,1,1,4,1,1,25,0,0,0,0,0,2,49,65,0,7.959183673,0,0,0,0,4,2,13,1,0,0,25,1,0,0.25,2,7.959183673,0,0,0,0.12244898,0.265306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,14,56,14,0.333333333,25,0,0,0,0,0,42,343,455,0,7.959183673,0,0,0,0,28,14,91,42,0,0.666666667,25,0.333333333,0,0.25,42,7.959183673,0,0,0,0.12244898,0.265306122
CA Pujara,2014,7,6,cum6,Kings XI Punjab,,Bat,I,0,0,1,0,316000,4,92,100,4,23,92,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.14,0,92,23,0.25,0.418604651,0,0,0,0,0,0,0,16,265,274,14,18.92857143,96.71532847,33,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.135036496,0.125,96.71532847,18.92857143,0.0625,0.459915612,0,0,0,0,0,0,0,42,322,350,14,7.666666667,92,49,0,3.5,3.5,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.14,0.666666667,92,7.666666667,0.083333333,0.418604651,42,0,0,0,0,0,0
DA Miller,2014,7,6,cum6,Kings XI Punjab,,Bat,O,1,0,1,1,833333,17,548,361,11,49.81818182,151.800554,38,28,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0.182825485,0.352941176,151.800554,49.81818182,0.235294118,0.772881356,0,0,0,0,0,0,0,18,516,333,10,51.6,154.954955,34,28,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0.186186186,0.444444444,154.954955,51.6,0.222222222,0.782287823,0,0,0,0,0,0,0,42,1236.666667,866.8333333,31.5,29.44444444,142.6648721,93.33333333,51.33333333,18.66666667,4.666666667,1.166666667,42,0,0,0,0,0,0,0,0,0,0,0,42,0.166890983,0.25,142.6648721,29.44444444,0.111111111,0.768982229,42,0,0,0,0,0,0
GJ Bailey,2014,7,6,cum6,Kings XI Punjab,,Bat,O,1,0,1,1,541000,20,381,313,16,23.8125,121.7252396,32,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.134185304,0.2,121.7252396,23.8125,0.05,0.712177122,0,0,0,0,0,0,0,3,63,67,3,21,94.02985075,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.134328358,0,94.02985075,21,0,0.465517241,0,0,0,0,0,0,0,42,514.5,431.6666667,22.75,12.25,119.1891892,43.75,12.25,5.25,1.166666667,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.12972973,0.458333333,119.1891892,12.25,0.027777778,0.708074534,42,0,0,0,0,0,0
GJ Maxwell,2014,7,6,cum6,Kings XI Punjab,,AR,O,1,0,1,1,1000000,17,233,177,14,16.64285714,131.6384181,20,11,2,0,0,19,220,265,7,7.227272727,37.85714286,31.42857143,0,0,16,9,75,17,0.175141243,0.176470588,131.6384181,16.64285714,0,0.595890411,19,7.227272727,37.85714286,31.42857143,0,0.113636364,0.340909091,5,42,38,3,14,110.5263158,1,4,0,0,0,4,31,46,1,8.903225806,46,31,0,0,2,3,8,5,0.131578947,0.4,110.5263158,14,0,0.424242424,4,8.903225806,46,31,0,0.161290323,0.258064516,42,532.9333333,410.3555556,31.73333333,12.68888889,129.8711145,40.44444444,30.8,3.111111111,0,0,42,424.2777778,563.1111111,11.27777778,7.963336389,49.93103448,37.62068966,0,0,31.69444444,25.47222222,133.1944444,42,0.173616376,0.244444444,129.8711145,12.68888889,0,0.549541284,42,7.963336389,49.93103448,37.62068966,0,0.134738772,0.313932172
Karanveer Singh,2014,7,6,cum6,Kings XI Punjab,,Bowl,I,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,42,0,0,0,0,0,0
L Balaji,2014,7,6,cum6,Kings XI Punjab,,Bowl,I,0,0,0,1,300000,2,9,10,1,9,90,1,0,0,0,0,18,408,522,22,7.676470588,23.72727273,18.54545455,0,0,46,19,154,2,0.1,0.5,90,9,0,0.555555556,18,7.676470588,23.72727273,18.54545455,0,0.159313725,0.37745098,11,35,47,7,5,74.46808511,2,1,0,0,0,64,1363,1778,64,7.826852531,27.78125,21.296875,3,1,159,57,465,11,0.063829787,0.363636364,74.46808511,5,0,0.477272727,64,7.826852531,27.78125,21.296875,0.046875,0.158473955,0.341159208,42,63,70,7,1.5,90,7,0,0,0,0,42,606.5230769,774.0923077,40.92307692,7.657670455,18.91578947,14.82105263,0,0,70.21538462,29.07692308,236.4923077,42,0.1,0.833333333,90,1.5,0,0.555555556,42,7.657670455,18.91578947,14.82105263,0,0.163707386,0.389914773
M Kartik,2014,7,6,cum6,Kings XI Punjab,,Bowl,I,0,0,1,0,400000,2,2,3,1,2,66.66666667,0,0,0,0,0,11,241,290,9,7.219917012,32.22222222,26.77777778,0,0,18,7,71,2,0,0.5,66.66666667,2,0,0.666666667,11,7.219917012,32.22222222,26.77777778,0,0.10373444,0.294605809,14,113,109,7,16.14285714,103.6697248,7,1,0,0,0,53,1133,1327,30,7.027360989,44.23333333,37.76666667,0,0,90,37,372,14,0.073394495,0.5,103.6697248,16.14285714,0,0.782178218,53,7.027360989,44.23333333,37.76666667,0,0.112091792,0.328331862,42,14,21,7,0.333333333,66.66666667,0,0,0,0,0,42,306.7272727,369.0909091,11.45454545,7.219917012,32.22222222,26.77777778,0,0,22.90909091,8.909090909,90.36363636,42,0,0.833333333,66.66666667,0.333333333,0,0.666666667,42,7.219917012,32.22222222,26.77777778,0,0.10373444,0.294605809
M Vohra,2014,7,6,cum6,Kings XI Punjab,,Bat,I,0,0,0,0,58333,10,161,117,8,20.125,137.6068376,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.205128205,0.2,137.6068376,20.125,0,0.655913978,0,0,0,0,0,0,0,10,161,117,8,20.125,137.6068376,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.205128205,0.2,137.6068376,20.125,0,0.655913978,0,0,0,0,0,0,0,42,225.4,163.8,11.2,5.366666667,137.6068376,30.8,2.8,2.8,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.205128205,0.733333333,137.6068376,5.366666667,0,0.655913978,42,0,0,0,0,0,0
Mandeep Singh,2014,7,6,cum6,Kings XI Punjab,,AR,I,0,0,0,0,133000,14,260,228,13,20,114.0350877,36,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.157894737,0.071428571,114.0350877,20,0.071428571,0.604166667,0,0,0,0,0,0,0,37,743,630,35,21.22857143,117.9365079,94,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.161904762,0.054054054,117.9365079,21.22857143,0.081081081,0.604166667,0,0,0,0,0,0,0,42,260,228,13,6.19047619,114.0350877,36,0,3,1,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.157894737,0.69047619,114.0350877,6.19047619,0.023809524,0.604166667,42,0,0,0,0,0,0
MG Johnson,2014,7,6,cum6,Kings XI Punjab,,AR,O,1,0,1,0,1083000,6,39,37,4,9.75,105.4054054,2,2,0,0,0,17,403,471,24,7.012406948,19.625,16.79166667,0,0,59,9,188,6,0.108108108,0.333333333,105.4054054,9.75,0,0.575757576,17,7.012406948,19.625,16.79166667,0,0.168734491,0.466501241,6,39,37,4,9.75,105.4054054,2,2,0,0,0,17,403,471,24,7.012406948,19.625,16.79166667,0,0,59,9,188,6,0.108108108,0.333333333,105.4054054,9.75,0,0.575757576,17,7.012406948,19.625,16.79166667,0,0.168734491,0.466501241,42,91,86.33333333,9.333333333,2.166666667,105.4054054,4.666666667,4.666666667,0,0,0,42,331.8823529,387.8823529,19.76470588,7.012406948,19.625,16.79166667,0,0,48.58823529,7.411764706,154.8235294,42,0.108108108,0.777777778,105.4054054,2.166666667,0,0.575757576,42,7.012406948,19.625,16.79166667,0,0.168734491,0.466501241
P Awana,2014,7,6,cum6,Kings XI Punjab,,Bowl,I,0,0,0,1,108000,4,1,9,2,0.5,11.11111111,0,0,0,0,0,16,368,488,15,7.956521739,32.53333333,24.53333333,0,0,51,15,141,4,0,0.5,11.11111111,0.5,0,0.111111111,16,7.956521739,32.53333333,24.53333333,0,0.179347826,0.383152174,5,5,14,2,2.5,35.71428571,0,0,0,0,0,26,628,798,32,7.624203822,24.9375,19.625,1,0,77,26,245,5,0,0.6,35.71428571,2.5,0,0.357142857,26,7.624203822,24.9375,19.625,0.03125,0.164012739,0.390127389,42,3.5,31.5,7,0.083333333,11.11111111,0,0,0,0,0,42,584,920,15,9.452054795,61.33333333,38.93333333,0,0,93,39,189,42,0,0.833333333,11.11111111,0.083333333,0,0.111111111,42,9.452054795,61.33333333,38.93333333,0,0.226027397,0.323630137
R Dhawan,2014,7,6,cum6,Kings XI Punjab,,AR,I,0,0,0,0,500000,4,21,21,3,7,100,3,0,0,0,0,5,95,115,2,7.263157895,57.5,47.5,0,0,10,2,34,4,0.142857143,0.25,100,7,0,0.5,5,7.263157895,57.5,47.5,0,0.126315789,0.357894737,4,21,21,3,7,100,3,0,0,0,0,5,95,115,2,7.263157895,57.5,47.5,0,0,10,2,34,4,0.142857143,0.25,100,7,0,0.5,5,7.263157895,57.5,47.5,0,0.126315789,0.357894737,42,73.5,73.5,10.5,1.75,100,10.5,0,0,0,0,42,266,322,5.6,7.263157895,57.5,47.5,0,0,28,5.6,95.2,42,0.142857143,0.75,100,1.75,0,0.5,42,7.263157895,57.5,47.5,0,0.126315789,0.357894737
Sandeep Sharma,2014,7,6,cum6,Kings XI Punjab,,Bowl,I,0,0,0,0,141000,1,0,1,0,0,0,0,0,0,0,0,4,98,130,8,7.959183673,16.25,12.25,0,0,14,4,41,1,0,1,0,0,0,0,4,7.959183673,16.25,12.25,0,0.183673469,0.418367347,1,0,1,0,0,0,0,0,0,0,0,4,98,130,8,7.959183673,16.25,12.25,0,0,14,4,41,1,0,1,0,0,0,0,4,7.959183673,16.25,12.25,0,0.183673469,0.418367347,42,0,14,0,0,0,0,0,0,0,0,42,343,455,28,7.959183673,16.25,12.25,0,0,49,14,143.5,42,0,1,0,0,0,0,42,7.959183673,16.25,12.25,0,0.183673469,0.418367347
SE Marsh,2014,7,6,cum6,Kings XI Punjab,,Bat,O,1,0,1,1,366000,20,808,671,16,50.5,120.4172876,79,24,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.153502235,0.2,120.4172876,50.5,0.4,0.612676056,0,0,0,0,0,0,0,49,1903,1462,43,44.25581395,130.1641587,203,63,28,17,1,0,0,0,0,0,0,0,0,0,0,0,0,49,0.181942544,0.12244898,130.1641587,44.25581395,0.346938776,0.596153846,0,0,0,0,0,0,0,42,1480.111111,1277.111111,32.66666667,35.24074074,115.8952497,136.6944444,44.33333333,19.44444444,13.02777778,0,42,0,0,0,0,0,0,0,0,0,0,0,42,0.141747868,0.222222222,115.8952497,35.24074074,0.310185185,0.608834486,42,0,0,0,0,0,0
